sequence_id,beh_emb_0,beh_emb_1,beh_emb_2,beh_emb_3,beh_emb_4,beh_emb_5,beh_emb_6,beh_emb_7,beh_emb_8,beh_emb_9,beh_emb_10,beh_emb_11,beh_emb_12,beh_emb_13,beh_emb_14,beh_emb_15,beh_emb_16,beh_emb_17,beh_emb_18,beh_emb_19,beh_emb_20,beh_emb_21,beh_emb_22,beh_emb_23,beh_emb_24,beh_emb_25,beh_emb_26,beh_emb_27,beh_emb_28,beh_emb_29,beh_emb_30,beh_emb_31,beh_emb_32,beh_emb_33,beh_emb_34,beh_emb_35,beh_emb_36,beh_emb_37,beh_emb_38,beh_emb_39,beh_emb_40,beh_emb_41,beh_emb_42,beh_emb_43,beh_emb_44,beh_emb_45,beh_emb_46,beh_emb_47,beh_emb_48,beh_emb_49,beh_emb_50,beh_emb_51,beh_emb_52,beh_emb_53,beh_emb_54,beh_emb_55,beh_emb_56,beh_emb_57,beh_emb_58,beh_emb_59,beh_emb_60,beh_emb_61,beh_emb_62,beh_emb_63,p_walk,p_stand,p_look,p_stop
video_0001__0_1_2,0.06401056051254272,0.16367897391319275,0.14556363224983215,0.11425606161355972,0.12087330967187881,-0.02682768739759922,-0.18045008182525635,0.10218638181686401,-0.056048255413770676,0.09702970087528229,-0.017474671825766563,0.06152127683162689,0.19848766922950745,0.14840500056743622,0.06532944738864899,0.15251365303993225,0.04165615141391754,0.09567346423864365,-0.10079330950975418,0.02140039950609207,-0.01148831844329834,0.012682143598794937,-0.09375257790088654,0.09414523839950562,0.10853114724159241,0.13269992172718048,6.116554141044617e-05,0.0002872645854949951,-0.16911548376083374,0.02474103681743145,-0.13999764621257782,-0.18261165916919708,-0.06601183116436005,-0.015270188450813293,-0.13683561980724335,0.049676183611154556,0.018058467656373978,0.12032236158847809,0.03380757197737694,0.23574313521385193,0.06072443351149559,-0.02356172353029251,-0.04268236830830574,-0.07518467307090759,-0.015009628608822823,-0.03844447433948517,-0.04093703627586365,0.09033516049385071,0.07503324747085571,-0.007205076515674591,-0.07106534391641617,0.015111064538359642,-0.18396076560020447,-0.15297667682170868,0.06302161514759064,0.042187973856925964,-0.0879351869225502,0.14743363857269287,-0.2812926173210144,-0.020036090165376663,-0.0652240738272667,0.0355130173265934,0.033579982817173004,-0.08275280892848969,0.2626253366470337,0.24828499555587769,0.26627039909362793,0.22281920909881592
video_0001__0_1_2b,-0.03043527528643608,0.12697887420654297,0.17318634688854218,0.06562775373458862,0.03206174448132515,0.01065954752266407,-0.1633068323135376,0.03314729779958725,-0.016807040199637413,0.15433341264724731,-0.026056885719299316,-0.009425200521945953,0.24456024169921875,0.04561276361346245,0.0626201331615448,0.181152805685997,0.039680734276771545,0.03853335976600647,-0.21149781346321106,0.06831778585910797,-0.029583565890789032,0.04714164137840271,-0.11418444663286209,0.03252503648400307,0.0030437037348747253,0.03735389932990074,-0.08240944892168045,-0.027113385498523712,-0.097536101937294,0.03426634147763252,-0.0613216906785965,-0.08089849352836609,-0.0521296001970768,-0.015170741826295853,-0.13113535940647125,0.06445297598838806,0.0762173980474472,0.021323006600141525,0.03843949735164642,0.1537894308567047,0.01977529190480709,-0.012126564979553223,-0.04385622590780258,-0.10038743913173676,0.05632760375738144,-0.0021770521998405457,0.005275648087263107,0.08388246595859528,0.058696817606687546,0.06343819200992584,-0.047339603304862976,-0.007241463288664818,-0.08504748344421387,-0.10734625905752182,0.008528508245944977,-0.03195565193891525,-0.16068844497203827,0.16741277277469635,-0.2286251336336136,-0.07594858855009079,-0.03177877515554428,0.11710996925830841,-0.047176964581012726,0.044988516718149185,0.2681085169315338,0.24325144290924072,0.26640036702156067,0.2222396433353424
video_0001__0_1_3b,0.021674757823348045,0.1187322810292244,0.07597909867763519,0.02390720136463642,0.07555661350488663,-0.01587209478020668,-0.10303635895252228,0.07264979928731918,-0.030283164232969284,0.04643672704696655,-0.055211182683706284,-0.028942808508872986,0.10990587621927261,0.07175738364458084,0.08934736251831055,0.1323525309562683,0.007537528872489929,0.12259773910045624,-0.06496217846870422,0.0970880538225174,0.01884840428829193,-0.010246295481920242,-0.0764373168349266,0.09540144354104996,0.06601224839687347,0.1326335072517395,-0.043046772480010986,-0.03466185927391052,-0.1507871150970459,0.037652239203453064,-0.16585363447666168,-0.08105587959289551,-0.07409949600696564,-0.01313946396112442,-0.18566280603408813,0.13924100995063782,0.09632577002048492,0.001176401972770691,0.036263979971408844,0.22114458680152893,-0.050039276480674744,0.03292913734912872,-0.0767839103937149,-0.09478037804365158,-0.01002361997961998,0.017548732459545135,-0.04704156145453453,0.019308878108859062,0.03864046186208725,-0.06872931867837906,-0.01822608709335327,-0.052642710506916046,-0.12139450013637543,-0.1135902926325798,0.046535395085811615,0.058807529509067535,-0.17780007421970367,0.06583492457866669,-0.2261652946472168,-0.040606360882520676,-0.017173975706100464,0.055588845163583755,0.06446224451065063,-0.06920450925827026,0.25603216886520386,0.24777039885520935,0.2690891623497009,0.2271081954240799
video_0001__0_1_4,0.06092201918363571,0.17926549911499023,0.15279391407966614,0.10571945458650589,0.13727717101573944,-0.029063746333122253,-0.18018083274364471,0.1028057187795639,-0.05701720342040062,0.09875507652759552,-0.023250561207532883,0.05453649163246155,0.20843151211738586,0.1525389701128006,0.06744185090065002,0.14539173245429993,0.050484322011470795,0.09350940585136414,-0.10008430480957031,0.018441341817378998,-0.010960914194583893,0.0005772113800048828,-0.08899296075105667,0.08477354049682617,0.10724435746669769,0.13162410259246826,-0.001745559275150299,0.00698477029800415,-0.1653696596622467,0.028889426961541176,-0.13893577456474304,-0.18384021520614624,-0.05557673051953316,-0.016142696142196655,-0.12181378901004791,0.040732115507125854,0.018481433391571045,0.11074552685022354,0.029842790216207504,0.22959741950035095,0.053139764815568924,-0.0147608183324337,-0.03411247581243515,-0.06827425211668015,-0.01903368905186653,-0.03307323902845383,-0.027049757540225983,0.09292986989021301,0.07307010143995285,-0.005433723330497742,-0.07260288298130035,0.005804160609841347,-0.18389014899730682,-0.15467026829719543,0.0639178603887558,0.04021397978067398,-0.08011938631534576,0.13828814029693604,-0.2902700901031494,-0.00688166543841362,-0.06442444771528244,0.05523873493075371,0.02637370675802231,-0.07746462523937225,0.26178693771362305,0.2486651986837387,0.2669869363307953,0.22256089746952057
video_0002__0_2_5b,-0.0022064223885536194,0.09626350551843643,0.08159922063350677,0.027255866676568985,0.08609133958816528,-0.03611339256167412,-0.0727652758359909,0.06947716325521469,-0.02726789563894272,0.06512902677059174,-0.08868631720542908,-0.01802733540534973,0.1683238446712494,0.05374057963490486,0.1140708327293396,0.12344783544540405,0.025554563850164413,0.11343442648649216,-0.07201442122459412,0.09972423315048218,0.00621592253446579,-0.023673413321375847,-0.08293436467647552,0.11600954085588455,0.07803693413734436,0.09695631265640259,-0.06859475374221802,-0.01670152321457863,-0.11362127959728241,0.026303807273507118,-0.1527739018201828,-0.04639190807938576,-0.04763585329055786,-0.043252356350421906,-0.15522801876068115,0.11553165316581726,0.08563242852687836,0.012524783611297607,0.04430246725678444,0.18375436961650848,-0.03672455623745918,0.041234083473682404,-0.04258669540286064,-0.06941791623830795,-0.029187195003032684,0.014864400029182434,-0.039864882826805115,0.0373600535094738,-0.009270869195461273,-0.07290084660053253,-0.023378826677799225,-0.051119208335876465,-0.11886441707611084,-0.10612895339727402,0.019350484013557434,0.03706040233373642,-0.19292132556438446,0.06776124984025955,-0.22172759473323822,0.016573268920183182,-0.04319894686341286,0.08335306495428085,0.05953381955623627,-0.04799638316035271,0.2589397132396698,0.24723981320858002,0.2674836814403534,0.22633685171604156
video_0002__0_2_6b,0.015154378488659859,0.13602116703987122,0.07911378145217896,0.00644451379776001,0.08672448992729187,-0.03852313756942749,-0.06575751304626465,0.05737107992172241,-0.029739484190940857,0.05695302039384842,-0.07638996839523315,-0.019571445882320404,0.17749834060668945,0.03942755609750748,0.11040982604026794,0.1593935191631317,0.006876934319734573,0.07630208134651184,-0.087775319814682,0.1254081428050995,0.014794692397117615,-0.04636033624410629,-0.1090182289481163,0.1099996268749237,0.08948534727096558,0.11942509561777115,-0.07832770049571991,-0.006400555372238159,-0.12013180553913116,0.03286874294281006,-0.1470564752817154,-0.051367826759815216,-0.0447404608130455,-0.010978661477565765,-0.16625076532363892,0.1338920295238495,0.10569362342357635,-0.012371443212032318,0.03001977875828743,0.1808125376701355,-0.0472555011510849,0.030078046023845673,-0.06308835744857788,-0.06681090593338013,-0.020721517503261566,0.03684946894645691,-0.008498400449752808,0.013112563639879227,0.006040565669536591,-0.10542906075716019,-0.014620229601860046,-0.07431994378566742,-0.0985889732837677,-0.09590989351272583,0.0017102323472499847,0.055356625467538834,-0.19775842130184174,0.058914586901664734,-0.2298407256603241,-0.004531141370534897,-0.05586344748735428,0.08082674443721771,0.0674530416727066,-0.06273438036441803,0.2609332501888275,0.24700303375720978,0.2659633457660675,0.226100355386734
video_0003__0_3_7,0.031611278653144836,0.18953260779380798,0.08635354042053223,0.00022774934768676758,0.05496574565768242,0.007292743772268295,-0.09832458198070526,0.061380535364151,-0.029484912753105164,0.06883428990840912,-0.0719972476363182,0.005467355251312256,0.15608683228492737,0.03988111391663551,0.09970715641975403,0.16109614074230194,-0.019540496170520782,0.10139630734920502,-0.10126475989818573,0.13089534640312195,0.0135880745947361,-1.6219913959503174e-05,-0.12231098860502243,0.13448983430862427,0.063280388712883,0.12268150597810745,-0.07393977046012878,-0.010751139372587204,-0.1517174243927002,0.030774196609854698,-0.16460780799388885,-0.09384508430957794,-0.08490438759326935,0.02672390639781952,-0.17832745611667633,0.16712462902069092,0.09863857179880142,-0.02655751258134842,0.028924569487571716,0.24117884039878845,-0.022573068737983704,0.017564959824085236,-0.09746584296226501,-0.0911528617143631,-0.012275468558073044,0.057669222354888916,-0.01679270714521408,-0.019979529082775116,0.060326460748910904,-0.10467997938394547,0.005003415048122406,-0.07958933711051941,-0.10806282609701157,-0.07605846971273422,0.019979160279035568,0.06096123903989792,-0.16673339903354645,0.029706750065088272,-0.22331470251083374,-0.011562300845980644,-0.07241000235080719,0.05060438811779022,0.06623826175928116,-0.06645485758781433,0.2603776454925537,0.2489810436964035,0.2657364308834076,0.22490479052066803
video_0003__0_3_7b,-0.050069987773895264,0.12152495980262756,0.16724905371665955,0.14574187994003296,0.05120501294732094,0.0008626002818346024,-0.19426564872264862,0.055425841361284256,0.0014520250260829926,0.22036859393119812,-0.059026166796684265,-0.08231599628925323,0.2527484595775604,0.08487407118082047,0.06818556785583496,0.15082329511642456,0.0047451406717300415,0.01704670488834381,-0.1909950077533722,-0.01941821724176407,0.016165636479854584,0.038604263216257095,-0.10784877091646194,0.014645826071500778,-0.017193689942359924,0.058017753064632416,-0.07513806223869324,0.01533593237400055,-0.09109516441822052,0.07358771562576294,-0.08994171023368835,-0.12443052232265472,-0.07041305303573608,-0.02902209758758545,-0.1275765597820282,0.030977357178926468,0.09696508198976517,0.046780575066804886,0.09682761132717133,0.22157534956932068,0.020230727270245552,-0.03303737938404083,-0.051797330379486084,-0.10175073891878128,0.04589378461241722,0.011748574674129486,-0.016189830377697945,0.12975549697875977,0.03262757509946823,0.060456905514001846,-0.010637158527970314,-0.06340928375720978,-0.09788432717323303,-0.11467687785625458,0.0037993863224983215,-0.027167774736881256,-0.1519433557987213,0.16582432389259338,-0.2848758101463318,0.004815347492694855,-0.04395979270339012,0.17179468274116516,-0.06001579016447067,0.05788310244679451,0.26740387082099915,0.24410060048103333,0.26661136746406555,0.22188414633274078
video_0003__0_3_8,0.06064900755882263,0.19543418288230896,0.10280998796224594,0.09626974165439606,0.10077816247940063,-0.025730060413479805,-0.15061840415000916,0.10427325963973999,-0.0709822028875351,0.07754802703857422,-0.03784465044736862,-0.013868696987628937,0.1784062683582306,0.11481756716966629,0.07430696487426758,0.13618126511573792,0.08233917504549026,0.11488980799913406,-0.14473918080329895,0.061224497854709625,-0.012099683284759521,0.027550028637051582,-0.09455841779708862,0.10880555957555771,0.09283164143562317,0.13693895936012268,-0.02107400819659233,-0.007295109331607819,-0.13674670457839966,-0.013106081634759903,-0.1367110013961792,-0.1263730376958847,-0.09337617456912994,-0.03275482356548309,-0.1272985190153122,0.12457302212715149,0.0489916056394577,0.003101743757724762,0.05829617381095886,0.1830103099346161,-0.0019917525351047516,0.04682168364524841,-0.04268763214349747,-0.10693201422691345,0.019043641164898872,0.01444927230477333,-0.01861315593123436,0.045660242438316345,-0.013556204736232758,-0.06795884668827057,-0.02177201583981514,-0.02463288977742195,-0.14078104496002197,-0.16920754313468933,0.04141828417778015,0.05417754501104355,-0.16444380581378937,0.1328006237745285,-0.30241647362709045,-0.008162014186382294,-0.0309810359030962,0.04251924529671669,0.02134879305958748,-0.05331005901098251,0.2595595121383667,0.2504417896270752,0.26526689529418945,0.22473178803920746
video_0004__0_4_10,0.005884084850549698,0.1185600608587265,0.05317151919007301,0.021883832290768623,0.09163043648004532,-0.046406637877225876,-0.06538158655166626,0.0772789940237999,-0.03530482202768326,0.06114961951971054,-0.07081681489944458,0.004717521369457245,0.14377154409885406,0.04626283049583435,0.11131961643695831,0.1524512618780136,0.003940071910619736,0.08249884843826294,-0.07709073275327682,0.08624814450740814,0.016619792208075523,-0.07122382521629333,-0.08450872451066971,0.09505494683980942,0.0737185925245285,0.12123876810073853,-0.07683289051055908,-0.03948991000652313,-0.10840775072574615,0.05397474020719528,-0.1471148133277893,-0.048457227647304535,-0.04382101446390152,-0.022216446697711945,-0.17836090922355652,0.12229069322347641,0.08717657625675201,0.015634767711162567,0.03788485750555992,0.1971762776374817,-0.033611077815294266,0.023027651011943817,-0.06244221329689026,-0.03808586299419403,-0.040947891771793365,0.05614375323057175,-0.036180280148983,0.009733136743307114,0.027449652552604675,-0.08625862002372742,-0.02612932398915291,-0.05527332425117493,-0.11168353259563446,-0.08334298431873322,0.012972414493560791,0.05749818682670593,-0.1748310774564743,0.05842244625091553,-0.19654932618141174,-0.027772769331932068,-0.061667490750551224,0.08357089757919312,0.09652344882488251,-0.08650511503219604,0.25802162289619446,0.24767307937145233,0.2668611705303192,0.22744408249855042
